ONOS1,ONOS2,ONOS3,ONOS4,ONOS5
160,672,0,288,0
512,896,0,0,0
512,0,352,320,0
432,1216,352,320,0
672,1280,304,0,0
400,192,0,0,0
672,832,352,16,0
304,1120,0,0,0
0,1344,0,0,0
160,352,0,0,0
576,928,0,0,0
512,752,352,320,0
576,976,0,0,0
160,656,0,0,0
576,1056,0,0,0
672,1152,0,80,0
480,1808,0,0,0
160,0,0,0,0
160,608,0,0,0
576,912,0,0,0
160,704,0,0,0
240,432,0,0,0
592,576,0,0,0
560,192,352,320,0
512,672,352,320,0
512,1584,352,320,0
0,896,352,320,0
0,2384,352,320,0
512,1392,352,320,0
0,1856,352,320,0
640,1040,352,320,0
672,656,368,320,0
512,1088,352,320,0
384,1424,352,320,0
0,1376,352,0,0
96,1376,352,320,0
16,0,352,320,0
160,1376,0,320,0
32,1152,352,320,0
512,80,352,320,0
512,928,352,320,0
464,1952,352,320,0
0,1200,336,368,0
160,896,0,0,0
0,0,352,320,0
288,784,352,320,0
336,2080,352,320,0
512,912,352,320,0
512,1136,352,320,0
512,1520,352,320,0
0,1376,352,320,0
0,1376,352,320,0
0,0,352,320,0
160,896,0,112,0
688,896,352,320,0
512,256,352,416,0
96,928,144,80,0
864,1216,352,352,0
800,1552,368,560,0
256,1120,560,256,0
640,1152,656,624,0
1184,1344,800,832,0
1712,544,464,96,0
512,1296,128,112,0
624,1712,288,96,0
1280,1248,512,512,0
912,2176,304,128,0
1136,1792,400,96,0
352,1408,336,48,0
1488,1824,448,272,0
800,1712,720,432,0
368,720,160,112,0
1184,1472,640,208,0
768,1584,320,272,0
176,1696,240,176,0
656,1744,928,464,0
816,256,320,176,0
560,2176,240,112,0
880,1808,464,144,0
464,736,224,64,0
576,1472,816,640,0
448,2928,640,896,0
608,1712,288,224,0
768,1568,480,416,0
752,320,400,272,0
800,1408,144,256,0
512,1312,576,672,0
352,1264,272,208,0
976,1296,416,528,0
784,1344,112,80,0
1760,1680,416,176,0
928,832,224,448,0
1456,1904,480,416,0
1104,1952,448,1024,0
1232,1952,160,864,0
1344,1728,368,720,0
224,1792,656,512,0
848,2096,928,560,0
416,992,496,176,0
1024,1712,576,192,0
1248,1472,288,256,0
544,1264,304,128,0
480,1552,608,240,0
0,48,0,320,0
672,1056,352,0,0
96,1296,352,0,0
384,1600,352,320,0
144,384,352,320,0
96,560,352,336,0
448,1344,352,320,0
0,0,352,320,0
0,1376,208,16,0
160,1120,0,0,0
0,896,0,0,0
160,800,0,0,0
576,816,0,224,0
160,352,0,0,0
576,128,112,0,0
160,48,0,0,0
160,512,0,0,0
576,704,0,0,0
160,1504,0,0,0
672,320,352,32,0
512,1280,352,320,0
160,512,128,96,0
256,384,0,0,0
672,1056,0,0,0
512,544,352,320,0
96,1488,352,320,0
0,256,352,272,0
160,832,0,0,0
672,160,0,0,0
672,1200,256,288,0
512,1024,352,320,0
96,1376,352,320,0
160,1104,0,320,0
0,1376,256,64,0
160,1072,0,0,0
480,624,0,0,0
160,480,352,320,0
160,1120,0,0,0
160,928,0,0,0
672,656,0,0,0
160,720,0,0,0
576,880,0,0,0
672,1120,0,320,0
512,1280,352,320,0
512,720,352,320,0
512,1424,352,320,0
512,1312,352,320,0
512,896,352,320,0
512,1632,352,320,0
16,960,352,320,0
0,896,0,0,0
160,576,0,0,0
160,352,0,0,0
576,528,0,0,0
672,992,352,320,0
576,1056,0,0,0
512,0,352,320,0
512,1472,352,320,0
512,800,0,0,0
16,416,352,320,0
224,1568,352,320,0
672,1088,352,320,0
576,704,0,0,0
640,1056,352,320,0
272,1648,352,320,0
512,1280,368,320,0
672,1040,336,256,0
304,656,0,0,0
208,640,0,0,0
576,1440,0,0,0
160,672,0,0,0
624,800,0,0,0
160,384,0,0,0
672,800,16,32,0
480,416,0,0,0
512,576,352,0,0
512,1120,352,320,0
96,896,352,320,0
0,1376,160,64,0
160,128,352,0,0
0,1200,0,0,0
160,720,0,0,0
320,800,0,0,0
576,736,0,320,0
512,912,352,320,0
512,1632,0,320,0
512,848,352,320,0
576,864,0,0,0
576,528,0,0,0
160,352,0,320,0
160,0,0,0,0
160,512,0,0,0
672,672,0,0,0
160,560,0,0,0
336,192,0,0,0
512,1248,352,320,0
512,0,352,320,0
512,256,352,0,0
432,896,0,0,0
672,1056,0,32,0
512,800,352,320,0
512,1312,352,320,0
0,1376,0,320,0
160,2160,0,0,0
512,928,352,320,0
0,896,160,0,0
160,384,0,0,0
160,528,0,0,0
576,192,0,0,0
512,1280,352,320,0
512,1568,352,384,0
1056,384,640,272,0
400,1760,608,464,0
976,880,464,864,0
1136,2064,864,688,0
672,1328,1008,912,0
672,1760,160,208,0
1680,1936,832,176,0
1040,2416,464,512,0
400,992,176,160,0
928,2416,1056,576,0
736,1808,160,336,0
832,1648,528,464,0
544,1520,336,64,0
1328,3200,240,480,0
1152,3584,704,144,0
960,1632,656,304,0
608,608,400,144,0
928,1488,336,192,0
624,2112,768,432,0
240,944,288,64,0
688,1680,816,432,0
416,688,256,160,0
752,2240,560,352,0
528,688,784,32,0
784,2368,800,560,0
304,3408,240,352,0
144,848,48,592,0
784,1808,640,688,0
272,2256,464,352,0
1040,1200,192,128,0
560,2112,480,576,0
160,1152,288,128,0
640,2080,640,672,0
1344,1968,400,512,0
736,336,384,256,0
1200,1280,256,496,0
1136,1248,96,736,0
752,1648,112,528,0
720,1152,480,464,0
800,1872,192,400,0
1408,1808,960,16,0
1248,1680,624,368,0
368,432,320,64,0
944,1696,976,528,0
432,1792,416,368,0
224,2816,16,320,0
0,1248,192,320,0
512,1872,352,320,0
512,1600,352,0,0
576,416,256,0,0
672,1056,0,0,0
0,1376,352,320,0
512,832,352,320,0
400,640,0,0,0
672,1408,0,0,0
160,0,0,0,0
160,432,0,0,0
320,800,0,0,0
208,592,0,0,0
160,848,0,0,0
528,1536,352,320,0
256,256,352,320,0
0,944,0,320,0
0,992,0,320,0
0,0,352,320,0
160,912,0,0,0
160,896,0,0,0
0,896,352,0,0
512,2160,352,320,0
448,624,352,320,0
0,1376,0,0,0
160,368,0,0,0
400,800,0,0,0
160,1008,0,0,0
672,624,0,0,0
512,1408,352,320,0
672,736,0,0,0
672,1056,160,288,0
496,1024,352,320,0
416,368,112,160,0
512,1424,368,416,0
528,688,576,432,0
816,1344,128,320,0
864,1456,816,688,0
224,1920,128,192,0
1152,1152,816,592,0
624,1952,864,1776,0
1024,640,640,32,0
1088,1680,224,400,0
176,672,624,288,0
704,2304,656,368,0
1056,656,368,432,0
848,2000,368,112,0
976,1632,160,208,0
736,928,48,336,0
1024,1296,496,320,0
256,880,384,128,0
1072,1472,608,192,0
592,1920,416,272,0
336,800,544,128,0
960,1936,864,352,0
1232,2320,576,688,0
352,736,592,208,0
688,1520,512,48,0
288,1056,256,192,0
1296,1904,208,208,0
768,1568,736,512,0
880,2368,752,448,0
768,1712,432,784,0
272,960,208,608,0
704,1792,160,192,0
1344,2320,352,304,0
256,672,432,240,0
496,2528,432,496,0
512,512,368,304,0
864,1856,528,672,0
496,736,416,256,0
784,976,384,384,0
944,992,48,432,0
1488,2368,224,592,0
192,1136,48,272,0
1664,2032,576,704,0
112,1648,64,352,0
560,2304,832,608,0
416,272,608,416,0
768,2112,576,240,0
480,1440,336,176,0
432,2208,608,240,0
784,1632,160,224,0
512,960,0,0,0
672,1296,352,320,0
160,480,0,240,0
672,1248,352,320,0
672,1424,0,320,0
640,688,352,320,0
512,1360,352,320,0
0,1168,352,320,0
512,1648,352,320,0
512,1536,352,320,0
0,1376,352,320,0
0,1392,352,320,0
32,896,352,320,0
0,2336,160,144,0
512,1792,352,320,0
0,1376,0,320,0
512,1376,352,320,0
0,0,288,320,0
16,1376,352,320,0
512,1536,352,320,0
512,560,352,320,0
496,1664,352,320,0
512,1984,352,320,0
0,1376,352,320,0
512,1472,352,320,0
0,0,352,320,0
160,1264,352,320,0
512,2000,352,320,0
512,96,352,320,0
512,992,352,320,0
432,1200,0,0,0
224,224,0,0,0
512,1536,352,320,0
560,1184,32,112,0
416,1280,496,480,0
224,1024,320,384,0
688,1232,496,720,0
464,4240,1280,432,0
416,1408,736,752,0
1280,1328,640,640,0
976,2240,1504,544,0
1152,464,0,32,0
592,1904,384,576,0
1408,1376,704,432,0
704,1808,368,112,0
864,832,80,80,0
848,1744,240,304,0
272,1280,288,80,0
736,2704,640,144,0
592,2128,528,256,0
768,368,288,80,0
944,1824,736,256,0
752,3280,672,480,0
400,800,256,672,0
528,1440,352,288,0
1360,1664,352,144,0
560,1312,80,176,0
928,2528,128,224,0
576,1344,624,224,0
224,1424,64,736,0
704,2160,336,544,0
1008,1776,176,144,0
1120,1248,144,16,0
560,1840,688,496,0
800,2096,1200,416,0
304,528,112,144,0
1760,1776,448,176,0
1216,2832,832,1008,0
896,1632,128,736,0
848,544,80,352,0
1520,1344,464,560,0
448,1312,368,176,0
528,1024,112,48,0
1504,1568,832,176,0
560,1024,912,432,0
272,864,256,480,0
112,2016,336,272,0
512,1328,352,0,0
160,320,304,128,0
672,1440,352,320,0
672,1376,0,0,0
160,128,0,0,0
608,800,0,0,0
160,464,0,0,0
160,0,352,320,0
80,848,352,320,0
512,1920,352,320,0
528,896,352,320,0
0,1120,352,320,0
160,896,0,0,0
160,1360,0,0,0
0,1376,352,320,0
0,48,80,96,0
160,272,0,0,0
672,576,0,0,0
672,832,0,0,0
672,512,352,320,0
512,1664,352,432,0
160,224,0,0,0
368,592,0,0,0
512,1536,352,320,0
512,0,352,320,0
672,1280,48,320,0
160,208,0,0,0
0,896,0,0,0
0,0,352,320,0
512,1456,352,320,0
672,1056,0,0,0
144,512,0,320,0
0,0,352,320,0
160,1168,0,0,0
256,224,0,0,0
480,1008,0,0,0
672,512,0,0,0
672,1056,352,368,0
512,1744,352,320,0
672,896,352,320,0
432,896,0,0,0
672,736,0,0,0
672,608,352,112,0
512,1872,352,320,0
0,0,352,320,0
80,1200,256,320,0
0,1280,352,0,0
160,336,0,0,0
160,0,0,0,0
160,0,0,0,0
160,800,0,0,0
672,96,0,0,0
672,1056,96,80,0
160,1568,0,0,0
160,2912,0,304,0
0,1376,128,320,0
0,992,128,0,0
256,0,352,320,0
240,1376,352,320,0
512,1392,352,320,0
0,896,352,80,0
160,560,0,0,0
160,480,0,320,0
160,304,0,0,0
672,384,112,0,0
672,1536,336,320,0
512,1264,352,320,0
512,608,352,320,0
512,1600,352,352,0
608,640,304,272,0
528,2176,352,320,0
512,1888,352,320,0
0,1376,352,320,0
0,1376,352,320,0
512,0,352,320,0
512,1312,352,320,0
672,1440,0,0,0
160,1264,0,0,0
304,944,0,0,0
672,1024,0,0,0
512,176,352,320,0
496,1952,352,320,0
512,848,352,320,0
160,832,0,0,0
160,960,0,0,0
672,928,256,192,0
512,880,352,320,0
512,1040,256,320,0
624,2272,352,320,0
624,720,352,0,0
672,0,0,0,0
192,640,0,320,0
512,1376,352,320,0
672,0,352,320,0
512,1552,352,320,0
304,1376,352,320,0
0,1360,352,320,0
672,1088,352,320,0
512,752,352,320,0
0,1184,352,320,0
544,1328,352,320,0
512,0,352,320,0
0,1376,352,320,0
160,1504,352,224,0
672,1504,0,80,0
160,544,240,0,0
160,896,352,320,0
576,2304,352,320,0
512,896,352,320,0
512,1456,352,320,0
512,2032,352,320,0
176,384,352,128,0
512,1584,352,320,0
672,864,0,0,0
496,1488,352,320,0
512,1648,352,320,0
512,1456,320,320,0
0,1392,352,320,0
0,0,0,0,0
160,544,0,0,0
672,736,0,0,0
624,1168,352,320,0
512,336,352,320,0
464,1376,352,336,0
496,896,0,0,0
160,800,0,320,0
672,832,0,0,0
192,592,0,0,0
672,800,272,0,0
160,96,0,0,0
0,912,0,0,0
16,1120,352,320,0
0,1024,0,208,0
160,1040,0,0,0
160,752,0,0,0
672,1376,0,320,0
512,928,352,320,0
672,1056,0,320,0
672,1552,0,0,0
272,1104,0,0,0
160,480,0,0,0
672,256,352,0,0
160,480,352,0,0
400,1872,352,320,0
512,1536,352,320,0
192,992,352,320,0
512,1952,352,320,0
0,304,352,112,0
0,992,0,0,0
160,480,0,0,0
672,608,0,0,0
160,1040,0,0,0
160,480,0,0,0
160,560,0,0,0
160,768,0,0,0
192,880,0,0,0
160,848,0,0,0
672,480,0,16,0
512,1440,352,320,0
672,768,352,320,0
512,1472,128,320,0
160,704,0,0,0
496,848,0,0,0
672,1056,48,320,0
640,1056,336,320,0
512,1056,352,320,0
160,848,0,0,0
672,784,0,320,0
512,1536,352,320,0
672,1008,0,32,0
416,1440,80,320,0
512,1744,352,320,0
624,0,352,288,0
512,1376,352,320,0
512,1952,352,320,0
160,736,0,0,0
160,944,0,0,0
160,480,0,0,0
672,480,0,0,0
160,480,0,288,0
176,1088,0,0,0
464,1872,352,320,0
560,544,352,320,0
512,1248,352,320,0
256,1296,0,0,0
160,1392,368,0,0
0,416,208,0,0
112,1376,352,272,0
96,896,0,0,0
160,480,0,0,0
672,480,80,48,0
512,1104,352,320,0
384,96,352,320,0
0,800,0,0,0
160,0,0,0,0
256,1056,0,0,0
160,864,240,320,0
512,1600,352,320,0
512,1280,352,320,0
0,1088,352,0,0
0,1376,352,0,0
160,336,0,0,0
0,1376,352,160,0
160,1680,352,0,0
160,640,0,0,0
160,1136,0,0,0
672,1056,0,16,0
512,576,176,320,0
512,592,352,320,0
512,1424,352,320,0
0,416,352,320,0
0,1424,352,0,0
160,928,352,0,0
160,800,352,0,0
144,1008,0,0,0
512,1344,0,80,0
512,1136,352,320,0
512,1488,352,320,0
0,416,0,0,0
160,752,0,0,0
160,688,0,0,0
0,912,0,0,0
0,1376,352,128,0
0,0,352,0,0
672,1392,0,0,0
160,1472,0,0,0
0,896,272,0,0
160,1536,352,320,0
352,576,352,320,0
0,1376,352,0,0
160,896,0,0,0
160,480,0,0,0
512,1952,352,320,0
160,1376,352,0,0
160,848,0,0,0
400,944,0,0,0
672,976,352,0,0
288,1376,352,128,0
0,1952,352,112,0
0,512,352,320,0
0,1088,0,0,0
16,480,0,0,0
160,784,0,0,0
160,480,0,0,0
672,1056,0,0,0
512,864,352,320,0
544,1392,352,368,0
0,1168,288,0,0
160,528,0,0,0
160,480,0,0,0
160,480,0,0,0
160,1376,352,320,0
512,1376,352,320,0
512,240,352,320,0
288,1680,352,320,0
528,1392,352,320,0
0,912,0,0,0
160,880,0,0,0
160,480,0,0,0
160,1216,0,0,0
160,1792,352,320,0
0,672,352,320,0
512,1920,352,320,0
512,1440,352,320,0
576,800,352,32,0
672,1056,176,320,0
240,704,0,0,0
160,736,0,320,0
0,784,0,0,0
160,848,0,0,0
48,1056,0,0,0
528,1536,304,336,0
672,480,0,0,0
512,1536,352,320,0
672,96,352,320,0
496,464,352,0,0
672,1552,352,320,0
512,1488,304,320,0
672,1232,0,272,0
368,944,0,0,0
672,1056,0,0,0
512,736,352,320,0
592,1056,0,0,0
512,1520,352,320,0
144,944,48,320,0
0,992,352,320,0
240,864,352,320,0
0,944,0,0,0
0,1536,352,320,0
512,1440,352,320,0
512,1376,352,320,0
0,1056,352,320,0
160,1376,0,320,0
512,1376,352,320,0
512,736,352,0,0
512,672,0,320,0
160,480,0,0,0
160,752,0,0,0
160,704,0,0,0
656,1200,0,0,0
0,1376,352,320,0
512,0,352,320,0
512,1344,352,320,0
512,1680,0,320,0
672,2256,288,320,0
160,656,0,0,0
320,1040,0,0,0
160,416,0,0,0
160,480,0,0,0
672,912,32,320,0
512,1232,352,320,0
672,1056,0,320,0
0,432,352,320,0
672,1056,0,320,0
0,1040,0,0,0
160,576,0,0,0
160,1360,0,0,0
160,992,0,0,0
448,1056,0,0,0
160,576,0,0,0
672,1232,0,320,0
160,960,0,0,0
672,1008,0,0,0
560,576,0,240,0
160,1040,352,0,0
512,336,352,320,0
512,1376,352,48,0
512,1440,352,320,0
512,848,352,320,0
512,928,0,0,0
400,2080,0,0,0
0,1088,208,0,0
160,480,0,320,0
32,736,0,0,0
160,480,0,0,0
160,896,0,0,0
672,928,0,0,0
512,1264,352,320,0
672,1056,0,0,0
704,416,352,320,0
512,1872,0,320,0
512,624,352,320,0
0,880,352,320,0
672,1056,0,320,0
64,704,352,256,0
672,1056,0,288,0
512,1120,352,320,0
0,1376,352,320,0
0,1552,352,320,0
512,576,352,320,0
512,1168,352,320,0
512,1680,352,320,0
592,896,336,320,0
512,1216,352,0,0
160,576,0,0,0
240,544,144,0,0
160,480,0,0,0
160,480,0,0,0
160,896,0,320,0
0,992,0,0,0
160,896,0,0,0
176,1008,0,0,0
672,1008,0,320,0
512,1328,352,320,0
512,1376,352,320,0
0,416,128,0,0
0,896,0,320,0
672,1824,352,320,0
672,384,0,320,0
672,1056,0,320,0
512,1168,352,320,0
496,1376,352,320,0
288,1056,0,0,0
224,64,352,320,0
672,1632,352,0,0
0,1664,0,0,0
160,480,0,0,0
656,1488,0,0,0
160,80,0,0,0
512,528,0,96,0
0,992,352,320,0
0,0,0,0,0
0,992,352,0,0
160,192,0,0,0
160,224,0,0,0
160,480,352,0,0
160,656,0,0,0
160,480,0,0,0
0,1136,0,320,0
0,0,0,0,0
160,128,0,0,0
0,0,0,0,0
160,2624,0,320,0
656,1056,0,0,0
48,304,352,272,0
672,880,0,0,0
160,656,0,0,0
160,352,0,0,0
160,480,0,160,0
512,672,96,0,0
0,1696,352,320,0
32,1376,352,384,0
0,1216,144,0,0
160,336,0,0,0
0,992,0,320,0
0,1456,352,272,0
0,448,0,0,0
512,1104,96,0,0
512,0,352,320,0
512,976,352,0,0
512,1472,0,224,0
160,944,0,0,0
16,960,352,320,0
672,272,192,224,0
160,608,0,0,0
160,480,0,0,0
352,1104,0,0,0
160,480,32,176,0
0,720,0,320,0
512,0,352,0,0
0,1232,352,256,0
0,1488,352,320,0
592,0,352,336,0
0,896,160,0,0
160,1232,352,320,0
480,1648,96,128,0
224,1760,352,320,0
672,1696,336,320,0
512,1088,352,320,0
512,1712,352,320,0
512,1056,352,320,0
672,2016,352,320,0
672,1056,0,0,0
160,720,0,0,0
160,0,352,304,0
0,448,352,0,0
288,1376,352,320,0
0,0,0,0,0
512,1376,352,320,0
672,1824,352,320,0
0,1360,256,320,0
112,1152,352,320,0
672,2096,352,320,0
160,480,0,0,0
672,1056,0,0,0
672,1152,0,0,0
160,976,0,0,0
672,1424,0,320,0
160,1680,0,0,0
992,2000,0,0,0
0,896,0,320,0
304,1088,352,320,0
512,720,352,320,0
512,1760,352,0,0
672,1472,0,304,0
160,2304,0,0,0
0,304,352,0,0
160,352,0,0,0
672,1632,352,0,0
64,0,0,0,0
160,480,352,320,0
736,1280,0,0,0
160,624,0,0,0
624,1216,0,304,0
608,2128,352,320,0
512,1376,352,320,0
512,1472,352,320,0
512,96,352,320,0
672,1536,352,320,0
672,1664,704,320,0
0,0,352,0,0
0,1232,352,320,0
512,1664,352,320,0
224,688,352,320,0
0,784,352,0,0
512,1552,352,320,0
512,1088,176,0,0
672,1872,352,320,0
160,464,0,0,0
160,1376,352,0,0
624,752,64,320,0
512,1264,320,320,0
272,1168,352,320,0
0,1088,352,272,0
0,896,352,320,0
160,0,0,0,0
0,896,352,0,0
672,224,0,0,0
160,816,0,320,0
656,1056,0,0,0
0,656,0,0,0
0,1376,352,320,0
0,0,16,0,0
160,1856,352,0,0
0,944,352,0,0
0,896,352,320,0
0,752,0,176,0
512,752,352,320,0
512,1616,352,320,0
512,1952,352,320,0
0,0,352,0,0
160,688,0,0,0
160,480,0,320,0
112,448,0,0,0
336,1376,704,320,0
512,1216,0,144,0
672,1408,176,320,0
528,1136,352,336,0
224,1120,352,320,0
512,1232,368,320,0
0,896,352,0,0
496,1472,352,320,0
0,0,16,0,0
96,1040,352,208,0
0,1312,128,0,0
0,544,0,0,0
160,240,0,320,0
0,0,352,320,0
512,1120,352,0,0
672,1408,96,320,0
160,784,0,0,0
512,1504,0,64,0
160,336,0,0,0
0,1248,352,0,0
160,112,0,320,0
0,464,128,320,0
0,1376,352,320,0
112,0,0,0,0
160,480,0,0,0
576,1024,0,0,0
512,2032,272,320,0
48,1088,352,32,0
512,912,352,320,0
672,0,352,320,0
512,880,0,320,0
560,1312,0,0,0
160,1056,0,0,0
672,1056,0,320,0
512,1392,352,320,0
240,1376,352,320,0
448,1376,352,320,0
512,0,352,0,0
176,1088,352,320,0
160,864,0,0,0
0,896,0,0,0
528,432,0,0,0
240,576,0,0,0
512,160,0,0,0
0,0,144,0,0
272,1664,352,320,0
512,2352,352,320,0
144,896,352,320,0
512,2048,352,320,0
512,0,304,320,0
512,1088,352,320,0
672,1744,352,0,0
160,1360,0,0,0
208,192,352,320,0
256,608,352,0,0
0,0,320,0,0
160,592,0,0,0
160,560,352,320,0
672,1872,352,320,0
672,1248,48,320,0
512,0,352,320,0
128,896,352,128,0
528,1664,368,352,0
512,0,352,320,0
512,1664,352,320,0
688,1936,352,336,0
672,1008,0,0,0
160,1072,0,0,0
672,832,0,320,0
672,1824,352,320,0
640,1296,352,320,0
672,1072,0,320,0
512,1952,352,320,0
512,688,352,320,0
0,896,352,0,0
256,1376,352,320,0
0,96,0,0,0
512,1200,704,320,0
80,3216,0,0,0
672,944,352,320,0
672,784,0,0,0
160,656,0,0,0
672,768,0,0,0
160,576,0,0,0
672,1536,0,320,0
0,1184,64,320,0
256,1056,0,320,0
672,1904,0,32,0
512,1440,352,320,0
512,1120,352,320,0
336,80,352,320,0
512,1760,352,320,0
512,1280,352,320,0
672,1088,0,320,0
672,2240,352,320,0
160,1184,0,0,0
160,224,0,0,0
160,480,0,0,0
224,784,0,0,0
672,1248,0,144,0
544,1216,256,320,0
288,1856,352,0,0
624,1392,352,320,0
512,224,352,320,0
512,1360,352,320,0
192,896,352,320,0
16,896,48,320,0
512,1952,352,0,0
512,0,352,320,0
0,720,144,0,0
512,1664,352,0,0
672,304,352,288,0
832,1120,352,320,0
192,1264,352,320,0
0,0,352,0,0
160,1296,0,0,0
160,48,0,0,0
384,896,352,320,0
0,880,352,0,0
0,384,128,0,0
128,1024,352,0,0
160,480,0,0,0
672,960,0,16,0
160,480,0,96,0
400,512,0,0,0
0,896,208,0,0
160,480,0,0,0
160,480,0,0,0
0,832,128,0,0
160,480,0,0,0
160,864,0,0,0
512,1056,0,0,0
416,704,0,0,0
512,560,352,0,0
512,1472,352,320,0
0,592,352,320,0
16,896,352,320,0
512,1216,48,0,0
0,0,352,256,0
0,1040,0,0,0
160,480,0,0,0
160,480,0,0,0
368,480,0,112,0
512,1648,352,320,0
512,0,352,320,0
0,864,128,0,0
160,0,0,0,0
672,976,0,0,0
672,1216,0,192,0
672,1232,352,320,0
672,1680,352,320,0
320,1328,0,0,0
672,1584,352,256,0
512,640,352,320,0
512,576,0,320,0
160,1088,0,0,0
160,1056,0,32,0
512,1456,352,320,0
656,1728,0,0,0
672,320,304,80,0
512,1520,352,320,0
528,832,352,80,0
512,1248,352,320,0
112,1200,352,320,0
0,416,0,0,0
672,976,0,0,0
672,1296,0,16,0
512,864,352,320,0
512,1376,352,320,0
0,1952,352,288,0
512,1184,352,384,0
0,896,352,320,0
160,672,0,0,0
160,480,0,0,0
160,992,64,320,0
512,1952,352,320,0
0,0,352,304,0
160,512,0,0,0
160,128,0,0,0
672,592,352,272,0
512,992,0,320,0
512,1008,272,320,0
0,144,0,0,0
160,832,0,0,0
688,256,352,320,0
512,1632,352,320,0
320,0,352,96,0
0,864,0,0,0
32,0,0,0,0
608,960,0,0,0
512,1008,352,16,0
512,1248,352,320,0
0,480,320,192,0
0,752,0,0,0
336,240,0,0,0
672,1104,224,0,0
592,784,352,320,0
512,1328,352,320,0
0,1136,0,0,0
160,480,0,0,0
672,480,96,0,0
672,1056,352,320,0
